Temp UID,SF 1.0 Object,SF 1.0 Field,SF 2.0 Object,SF 2.0 Field,Ignore,temp,Filter Logic (SOQL),Transformation Logic (JSON)
dsfs__DocuSign_Envelope_Recipient__c-dsfs__RoleValue__c,dsfs__DocuSign_Envelope_Recipient__c,dsfs__RoleValue__c,,,TRUE,,,
dsfs__DocuSign_Envelope_Recipient__c-dsfs__Routing_Order__c,dsfs__DocuSign_Envelope_Recipient__c,dsfs__Routing_Order__c,,,TRUE,,,
dsfs__DocuSign_Envelope_Recipient__c-dsfs__Salesforce_Recipient_Type__c,dsfs__DocuSign_Envelope_Recipient__c,dsfs__Salesforce_Recipient_Type__c,,,TRUE,,,
dsfs__DocuSign_Envelope_Recipient__c-dsfs__SignInPersonName__c,dsfs__DocuSign_Envelope_Recipient__c,dsfs__SignInPersonName__c,,,TRUE,,,
dsfs__DocuSign_Envelope_Recipient__c-dsfs__SignNow__c,dsfs__DocuSign_Envelope_Recipient__c,dsfs__SignNow__c,,,TRUE,,,
dsfs__DocuSign_Envelope_Recipient__c-dsfs__Validation_Message__c,dsfs__DocuSign_Envelope_Recipient__c,dsfs__Validation_Message__c,,,TRUE,,,
dsfs__DocuSign_Envelope_Recipient__c-dsfs__SignInPersonEmail__c,dsfs__DocuSign_Envelope_Recipient__c,dsfs__SignInPersonEmail__c,,,TRUE,,,
dsfs__DocuSign_Envelope_Recipient__c-dsfs__SMSAuthentication_PhoneNumber__c,dsfs__DocuSign_Envelope_Recipient__c,dsfs__SMSAuthentication_PhoneNumber__c,,,TRUE,,,
dsfs__DocuSign_Envelope_Recipient__c-dsfs__SigningGroupId__c,dsfs__DocuSign_Envelope_Recipient__c,dsfs__SigningGroupId__c,,,TRUE,,,
dsfs__DocuSign_Envelope_Recipient__c-dsfs__Recipient_ID__c,dsfs__DocuSign_Envelope_Recipient__c,dsfs__Recipient_ID__c,,,TRUE,,,
dsfs__DocuSign_Recipient_Status__c-Id,dsfs__DocuSign_Recipient_Status__c,Id,,,TRUE,,,
dsfs__DocuSign_Recipient_Status__c-IsDeleted,dsfs__DocuSign_Recipient_Status__c,IsDeleted,,,TRUE,,,
dsfs__DocuSign_Recipient_Status__c-Name,dsfs__DocuSign_Recipient_Status__c,Name,,,TRUE,,,
dsfs__DocuSign_Recipient_Status__c-CreatedDate,dsfs__DocuSign_Recipient_Status__c,CreatedDate,,,TRUE,,,
dsfs__DocuSign_Recipient_Status__c-CreatedById,dsfs__DocuSign_Recipient_Status__c,CreatedById,,,TRUE,,,
dsfs__DocuSign_Recipient_Status__c-LastModifiedDate,dsfs__DocuSign_Recipient_Status__c,LastModifiedDate,,,TRUE,,,
dsfs__DocuSign_Recipient_Status__c-LastModifiedById,dsfs__DocuSign_Recipient_Status__c,LastModifiedById,,,TRUE,,,
dsfs__DocuSign_Recipient_Status__c-SystemModstamp,dsfs__DocuSign_Recipient_Status__c,SystemModstamp,,,TRUE,,,
dsfs__DocuSign_Recipient_Status__c-LastActivityDate,dsfs__DocuSign_Recipient_Status__c,LastActivityDate,,,TRUE,,,
dsfs__DocuSign_Recipient_Status__c-dsfs__Parent_Status_Record__c,dsfs__DocuSign_Recipient_Status__c,dsfs__Parent_Status_Record__c,,,TRUE,,,
dsfs__DocuSign_Recipient_Status__c-dsfs__Account__c,dsfs__DocuSign_Recipient_Status__c,dsfs__Account__c,,,TRUE,,,
dsfs__DocuSign_Recipient_Status__c-dsfs__Contact__c,dsfs__DocuSign_Recipient_Status__c,dsfs__Contact__c,,,TRUE,,,
dsfs__DocuSign_Recipient_Status__c-dsfs__Date_Declined__c,dsfs__DocuSign_Recipient_Status__c,dsfs__Date_Declined__c,,,TRUE,,,
dsfs__DocuSign_Recipient_Status__c-dsfs__Date_Delivered__c,dsfs__DocuSign_Recipient_Status__c,dsfs__Date_Delivered__c,,,TRUE,,,
dsfs__DocuSign_Recipient_Status__c-dsfs__Date_Sent__c,dsfs__DocuSign_Recipient_Status__c,dsfs__Date_Sent__c,,,TRUE,,,
dsfs__DocuSign_Recipient_Status__c-dsfs__Date_Signed__c,dsfs__DocuSign_Recipient_Status__c,dsfs__Date_Signed__c,,,TRUE,,,
dsfs__DocuSign_Recipient_Status__c-dsfs__Decline_Reason__c,dsfs__DocuSign_Recipient_Status__c,dsfs__Decline_Reason__c,,,TRUE,,,
dsfs__DocuSign_Recipient_Status__c-dsfs__DocuSign_Recipient_Company__c,dsfs__DocuSign_Recipient_Status__c,dsfs__DocuSign_Recipient_Company__c,,,TRUE,,,
dsfs__DocuSign_Recipient_Status__c-dsfs__DocuSign_Recipient_Email__c,dsfs__DocuSign_Recipient_Status__c,dsfs__DocuSign_Recipient_Email__c,,,TRUE,,,
dsfs__DocuSign_Recipient_Status__c-dsfs__DocuSign_Recipient_Id__c,dsfs__DocuSign_Recipient_Status__c,dsfs__DocuSign_Recipient_Id__c,,,TRUE,,,
dsfs__DocuSign_Recipient_Status__c-dsfs__DocuSign_Recipient_Title__c,dsfs__DocuSign_Recipient_Status__c,dsfs__DocuSign_Recipient_Title__c,,,TRUE,,,
dsfs__DocuSign_Recipient_Status__c-dsfs__DocuSign_Routing_Order__c,dsfs__DocuSign_Recipient_Status__c,dsfs__DocuSign_Routing_Order__c,,,TRUE,,,
dsfs__DocuSign_Recipient_Status__c-dsfs__Envelope_Id__c,dsfs__DocuSign_Recipient_Status__c,dsfs__Envelope_Id__c,,,TRUE,,,
dsfs__DocuSign_Recipient_Status__c-dsfs__Lead__c,dsfs__DocuSign_Recipient_Status__c,dsfs__Lead__c,,,TRUE,,,
dsfs__DocuSign_Recipient_Status__c-dsfs__Recipient_Status__c,dsfs__DocuSign_Recipient_Status__c,dsfs__Recipient_Status__c,,,TRUE,,,
dsfs__DocuSign_Recipient_Status__c-dsfs__Decline_Reason_Extended__c,dsfs__DocuSign_Recipient_Status__c,dsfs__Decline_Reason_Extended__c,,,TRUE,,,
dsfs__DocuSign_Status__c-Id,dsfs__DocuSign_Status__c,Id,,,TRUE,,,
dsfs__DocuSign_Status__c-OwnerId,dsfs__DocuSign_Status__c,OwnerId,,,TRUE,,,
dsfs__DocuSign_Status__c-IsDeleted,dsfs__DocuSign_Status__c,IsDeleted,,,TRUE,,,
dsfs__DocuSign_Status__c-Name,dsfs__DocuSign_Status__c,Name,,,TRUE,,,
dsfs__DocuSign_Status__c-CreatedDate,dsfs__DocuSign_Status__c,CreatedDate,,,TRUE,,,
dsfs__DocuSign_Status__c-CreatedById,dsfs__DocuSign_Status__c,CreatedById,,,TRUE,,,
dsfs__DocuSign_Status__c-LastModifiedDate,dsfs__DocuSign_Status__c,LastModifiedDate,,,TRUE,,,
dsfs__DocuSign_Status__c-LastModifiedById,dsfs__DocuSign_Status__c,LastModifiedById,,,TRUE,,,
dsfs__DocuSign_Status__c-SystemModstamp,dsfs__DocuSign_Status__c,SystemModstamp,,,TRUE,,,
dsfs__DocuSign_Status__c-LastActivityDate,dsfs__DocuSign_Status__c,LastActivityDate,,,TRUE,,,
dsfs__DocuSign_Status__c-LastViewedDate,dsfs__DocuSign_Status__c,LastViewedDate,,,TRUE,,,
dsfs__DocuSign_Status__c-LastReferencedDate,dsfs__DocuSign_Status__c,LastReferencedDate,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__Case__c,dsfs__DocuSign_Status__c,dsfs__Case__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__Company__c,dsfs__DocuSign_Status__c,dsfs__Company__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__Completed_Age__c,dsfs__DocuSign_Status__c,dsfs__Completed_Age__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__Completed_Date_Time__c,dsfs__DocuSign_Status__c,dsfs__Completed_Date_Time__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__Contact__c,dsfs__DocuSign_Status__c,dsfs__Contact__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__Contract__c,dsfs__DocuSign_Status__c,dsfs__Contract__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__Days_to_Complete__c,dsfs__DocuSign_Status__c,dsfs__Days_to_Complete__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__Declined_Date_Time__c,dsfs__DocuSign_Status__c,dsfs__Declined_Date_Time__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__Declined_Reason__c,dsfs__DocuSign_Status__c,dsfs__Declined_Reason__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__DocuSign_Envelope_ID__c,dsfs__DocuSign_Status__c,dsfs__DocuSign_Envelope_ID__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__Envelope_Link__c,dsfs__DocuSign_Status__c,dsfs__Envelope_Link__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__Envelope_Status__c,dsfs__DocuSign_Status__c,dsfs__Envelope_Status__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__Hours_to_Complete__c,dsfs__DocuSign_Status__c,dsfs__Hours_to_Complete__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__Hrs_Sent_to_Sign__c,dsfs__DocuSign_Status__c,dsfs__Hrs_Sent_to_Sign__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__Lead__c,dsfs__DocuSign_Status__c,dsfs__Lead__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__Minutes_to_Complete__c,dsfs__DocuSign_Status__c,dsfs__Minutes_to_Complete__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__Number_Completed__c,dsfs__DocuSign_Status__c,dsfs__Number_Completed__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__Opportunity__c,dsfs__DocuSign_Status__c,dsfs__Opportunity__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__Sender_Email__c,dsfs__DocuSign_Status__c,dsfs__Sender_Email__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__Sender__c,dsfs__DocuSign_Status__c,dsfs__Sender__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__Sent_Age__c,dsfs__DocuSign_Status__c,dsfs__Sent_Age__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__Sent_Date_Time__c,dsfs__DocuSign_Status__c,dsfs__Sent_Date_Time__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__Subject__c,dsfs__DocuSign_Status__c,dsfs__Subject__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__Time_to_Complete__c,dsfs__DocuSign_Status__c,dsfs__Time_to_Complete__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__Viewed_Date_Time__c,dsfs__DocuSign_Status__c,dsfs__Viewed_Date_Time__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__Voided_Date_Time__c,dsfs__DocuSign_Status__c,dsfs__Voided_Date_Time__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__Voided_Reason__c,dsfs__DocuSign_Status__c,dsfs__Voided_Reason__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__Declined_Reason_Extended__c,dsfs__DocuSign_Status__c,dsfs__Declined_Reason_Extended__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__Voided_Reason_Extended__c,dsfs__DocuSign_Status__c,dsfs__Voided_Reason_Extended__c,,,TRUE,,,
dsfs__DocuSign_Status__c-Quote_Status__c,dsfs__DocuSign_Status__c,Quote_Status__c,,,TRUE,,,
dsfs__DocuSign_Status__c-dsfs__EnvelopeConfiguration__c,dsfs__DocuSign_Status__c,dsfs__EnvelopeConfiguration__c,,,TRUE,,,
dsfs__DocuSign_Status__c-SFPRJ__c,dsfs__DocuSign_Status__c,SFPRJ__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-Id,dsfs__DocuSignAccountConfiguration__c,Id,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-OwnerId,dsfs__DocuSignAccountConfiguration__c,OwnerId,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-IsDeleted,dsfs__DocuSignAccountConfiguration__c,IsDeleted,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-Name,dsfs__DocuSignAccountConfiguration__c,Name,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-CreatedDate,dsfs__DocuSignAccountConfiguration__c,CreatedDate,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-CreatedById,dsfs__DocuSignAccountConfiguration__c,CreatedById,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-LastModifiedDate,dsfs__DocuSignAccountConfiguration__c,LastModifiedDate,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-LastModifiedById,dsfs__DocuSignAccountConfiguration__c,LastModifiedById,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-SystemModstamp,dsfs__DocuSignAccountConfiguration__c,SystemModstamp,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__AccountId__c,dsfs__DocuSignAccountConfiguration__c,dsfs__AccountId__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__ChatterEnvCompletedText__c,dsfs__DocuSignAccountConfiguration__c,dsfs__ChatterEnvCompletedText__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__ChatterEnvCompleted__c,dsfs__DocuSignAccountConfiguration__c,dsfs__ChatterEnvCompleted__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__ChatterEnvDeclinedText__c,dsfs__DocuSignAccountConfiguration__c,dsfs__ChatterEnvDeclinedText__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__ChatterEnvDeclined__c,dsfs__DocuSignAccountConfiguration__c,dsfs__ChatterEnvDeclined__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__ChatterEnvDeliveredText__c,dsfs__DocuSignAccountConfiguration__c,dsfs__ChatterEnvDeliveredText__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__ChatterEnvDelivered__c,dsfs__DocuSignAccountConfiguration__c,dsfs__ChatterEnvDelivered__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__ChatterEnvSentText__c,dsfs__DocuSignAccountConfiguration__c,dsfs__ChatterEnvSentText__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__ChatterEnvSent__c,dsfs__DocuSignAccountConfiguration__c,dsfs__ChatterEnvSent__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__ChatterEnvVoidedText__c,dsfs__DocuSignAccountConfiguration__c,dsfs__ChatterEnvVoidedText__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__ChatterEnvVoided__c,dsfs__DocuSignAccountConfiguration__c,dsfs__ChatterEnvVoided__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__ChatterRecipCompletedText__c,dsfs__DocuSignAccountConfiguration__c,dsfs__ChatterRecipCompletedText__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__ChatterRecipCompleted__c,dsfs__DocuSignAccountConfiguration__c,dsfs__ChatterRecipCompleted__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__ChatterRecipDeclinedText__c,dsfs__DocuSignAccountConfiguration__c,dsfs__ChatterRecipDeclinedText__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__ChatterRecipDeclined__c,dsfs__DocuSignAccountConfiguration__c,dsfs__ChatterRecipDeclined__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__ChatterRecipDeliveredText__c,dsfs__DocuSignAccountConfiguration__c,dsfs__ChatterRecipDeliveredText__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__ChatterRecipDelivered__c,dsfs__DocuSignAccountConfiguration__c,dsfs__ChatterRecipDelivered__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__ChatterRecipSentText__c,dsfs__DocuSignAccountConfiguration__c,dsfs__ChatterRecipSentText__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__ChatterRecipSent__c,dsfs__DocuSignAccountConfiguration__c,dsfs__ChatterRecipSent__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__ChatterRecipSignedText__c,dsfs__DocuSignAccountConfiguration__c,dsfs__ChatterRecipSignedText__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__ChatterRecipSigned__c,dsfs__DocuSignAccountConfiguration__c,dsfs__ChatterRecipSigned__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__ChatterSetting__c,dsfs__DocuSignAccountConfiguration__c,dsfs__ChatterSetting__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__DSProSFPassword__c,dsfs__DocuSignAccountConfiguration__c,dsfs__DSProSFPassword__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__DSProSFUsername__c,dsfs__DocuSignAccountConfiguration__c,dsfs__DSProSFUsername__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__DefaultExpireNDays__c,dsfs__DocuSignAccountConfiguration__c,dsfs__DefaultExpireNDays__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__DefaultReminderNDays__c,dsfs__DocuSignAccountConfiguration__c,dsfs__DefaultReminderNDays__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__DefaultRepeatReminderNDays__c,dsfs__DocuSignAccountConfiguration__c,dsfs__DefaultRepeatReminderNDays__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__DefaultRoleNames__c,dsfs__DocuSignAccountConfiguration__c,dsfs__DefaultRoleNames__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__DefaultRoleValues__c,dsfs__DocuSignAccountConfiguration__c,dsfs__DefaultRoleValues__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__DefaultWarnOfExpireNDays__c,dsfs__DocuSignAccountConfiguration__c,dsfs__DefaultWarnOfExpireNDays__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__DisplayInPersonSigningInOwnWindow__c,dsfs__DocuSignAccountConfiguration__c,dsfs__DisplayInPersonSigningInOwnWindow__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__DisplayTaggerInOwnWindow__c,dsfs__DocuSignAccountConfiguration__c,dsfs__DisplayTaggerInOwnWindow__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__DocuSignBaseURL__c,dsfs__DocuSignAccountConfiguration__c,dsfs__DocuSignBaseURL__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__DocuSignEnvironment__c,dsfs__DocuSignAccountConfiguration__c,dsfs__DocuSignEnvironment__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__EmailBody__c,dsfs__DocuSignAccountConfiguration__c,dsfs__EmailBody__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__EmailBody_de__c,dsfs__DocuSignAccountConfiguration__c,dsfs__EmailBody_de__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__EmailBody_es__c,dsfs__DocuSignAccountConfiguration__c,dsfs__EmailBody_es__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__EmailBody_fr__c,dsfs__DocuSignAccountConfiguration__c,dsfs__EmailBody_fr__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__EmailBody_it__c,dsfs__DocuSignAccountConfiguration__c,dsfs__EmailBody_it__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__EmailBody_ja__c,dsfs__DocuSignAccountConfiguration__c,dsfs__EmailBody_ja__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__EmailBody_ko__c,dsfs__DocuSignAccountConfiguration__c,dsfs__EmailBody_ko__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__EmailBody_nl__c,dsfs__DocuSignAccountConfiguration__c,dsfs__EmailBody_nl__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__EmailBody_pt_BR__c,dsfs__DocuSignAccountConfiguration__c,dsfs__EmailBody_pt_BR__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__EmailBody_ru__c,dsfs__DocuSignAccountConfiguration__c,dsfs__EmailBody_ru__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__EmailBody_zh_CN__c,dsfs__DocuSignAccountConfiguration__c,dsfs__EmailBody_zh_CN__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__EmailSubject__c,dsfs__DocuSignAccountConfiguration__c,dsfs__EmailSubject__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__EmailSubject_de__c,dsfs__DocuSignAccountConfiguration__c,dsfs__EmailSubject_de__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__EmailSubject_es__c,dsfs__DocuSignAccountConfiguration__c,dsfs__EmailSubject_es__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__EmailSubject_fr__c,dsfs__DocuSignAccountConfiguration__c,dsfs__EmailSubject_fr__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__EmailSubject_it__c,dsfs__DocuSignAccountConfiguration__c,dsfs__EmailSubject_it__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__EmailSubject_ja__c,dsfs__DocuSignAccountConfiguration__c,dsfs__EmailSubject_ja__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__EmailSubject_ko__c,dsfs__DocuSignAccountConfiguration__c,dsfs__EmailSubject_ko__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__EmailSubject_nl__c,dsfs__DocuSignAccountConfiguration__c,dsfs__EmailSubject_nl__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__EmailSubject_pt_BR__c,dsfs__DocuSignAccountConfiguration__c,dsfs__EmailSubject_pt_BR__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__EmailSubject_ru__c,dsfs__DocuSignAccountConfiguration__c,dsfs__EmailSubject_ru__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__EmailSubject_zh_CN__c,dsfs__DocuSignAccountConfiguration__c,dsfs__EmailSubject_zh_CN__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__FetchDocuments__c,dsfs__DocuSignAccountConfiguration__c,dsfs__FetchDocuments__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__HideChatter__c,dsfs__DocuSignAccountConfiguration__c,dsfs__HideChatter__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__HideEmailMessage__c,dsfs__DocuSignAccountConfiguration__c,dsfs__HideEmailMessage__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__HideEmailSubject__c,dsfs__DocuSignAccountConfiguration__c,dsfs__HideEmailSubject__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__HideRemindExpire__c,dsfs__DocuSignAccountConfiguration__c,dsfs__HideRemindExpire__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__HideSendNowButton__c,dsfs__DocuSignAccountConfiguration__c,dsfs__HideSendNowButton__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__HideTagButton__c,dsfs__DocuSignAccountConfiguration__c,dsfs__HideTagButton__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__IncludeDefaultAnchorTabs__c,dsfs__DocuSignAccountConfiguration__c,dsfs__IncludeDefaultAnchorTabs__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__LookupUser__c,dsfs__DocuSignAccountConfiguration__c,dsfs__LookupUser__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__ManageUsersFields__c,dsfs__DocuSignAccountConfiguration__c,dsfs__ManageUsersFields__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__OrganizationId__c,dsfs__DocuSignAccountConfiguration__c,dsfs__OrganizationId__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__SetupDone__c,dsfs__DocuSignAccountConfiguration__c,dsfs__SetupDone__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__UpgradeHelper__c,dsfs__DocuSignAccountConfiguration__c,dsfs__UpgradeHelper__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__UseAccountNotificationDefaults__c,dsfs__DocuSignAccountConfiguration__c,dsfs__UseAccountNotificationDefaults__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__UseSendOnBehalfOf__c,dsfs__DocuSignAccountConfiguration__c,dsfs__UseSendOnBehalfOf__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__EnableNewMobileTaggingUI__c,dsfs__DocuSignAccountConfiguration__c,dsfs__EnableNewMobileTaggingUI__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__ChatterActionsUndoAndSend__c,dsfs__DocuSignAccountConfiguration__c,dsfs__ChatterActionsUndoAndSend__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__ChatterEnvelopeSigning__c,dsfs__DocuSignAccountConfiguration__c,dsfs__ChatterEnvelopeSigning__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__Default_Apex_Timeout__c,dsfs__DocuSignAccountConfiguration__c,dsfs__Default_Apex_Timeout__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__Lightning_Component_Logging__c,dsfs__DocuSignAccountConfiguration__c,dsfs__Lightning_Component_Logging__c,,,TRUE,,,
dsfs__DocuSignAccountConfiguration__c-dsfs__LoadFiles__c,dsfs__DocuSignAccountConfiguration__c,dsfs__LoadFiles__c,,,TRUE,,,
dsfs__EnvelopeConfiguration__c-Id,dsfs__EnvelopeConfiguration__c,Id,,,TRUE,,,
dsfs__EnvelopeConfiguration__c-OwnerId,dsfs__EnvelopeConfiguration__c,OwnerId,,,TRUE,,,
dsfs__EnvelopeConfiguration__c-IsDeleted,dsfs__EnvelopeConfiguration__c,IsDeleted,,,TRUE,,,
dsfs__EnvelopeConfiguration__c-Name,dsfs__EnvelopeConfiguration__c,Name,,,TRUE,,,
dsfs__EnvelopeConfiguration__c-CreatedDate,dsfs__EnvelopeConfiguration__c,CreatedDate,,,TRUE,,,
dsfs__EnvelopeConfiguration__c-CreatedById,dsfs__EnvelopeConfiguration__c,CreatedById,,,TRUE,,,
dsfs__EnvelopeConfiguration__c-LastModifiedDate,dsfs__EnvelopeConfiguration__c,LastModifiedDate,,,TRUE,,,
dsfs__EnvelopeConfiguration__c-LastModifiedById,dsfs__EnvelopeConfiguration__c,LastModifiedById,,,TRUE,,,
dsfs__EnvelopeConfiguration__c-SystemModstamp,dsfs__EnvelopeConfiguration__c,SystemModstamp,,,TRUE,,,
dsfs__EnvelopeConfiguration__c-LastActivityDate,dsfs__EnvelopeConfiguration__c,LastActivityDate,,,TRUE,,,
dsfs__EnvelopeConfiguration__c-LastViewedDate,dsfs__EnvelopeConfiguration__c,LastViewedDate,,,TRUE,,,
dsfs__EnvelopeConfiguration__c-LastReferencedDate,dsfs__EnvelopeConfiguration__c,LastReferencedDate,,,TRUE,,,
